S.No,Headline,Source,Link,Category,Cleaned_Text,Sentiment
433,Japan's Tokio Marine and OpenAI to partner on developing AI agents: Report,Hindu,https://www.thehindu.com/sci-tech/technology/japans-tokio-marine-and-openai-to-partner-on-developing-ai-agents-report/article70091867.ece,SciTech,japans tokio marine openai partner developing agents report,Neutral
434,"Microsoft brings Anthropic AI models to 365 Copilot, diversifies beyond OpenAI",Hindu,https://www.thehindu.com/sci-tech/technology/microsoft-brings-anthropic-ai-models-to-365-copilot-diversifies-beyond-openai/article70091868.ece,SciTech,microsoft brings anthropic models copilot diversifies beyond openai,Neutral
435,Intel seeks investment from Apple: Report,Hindu,https://www.thehindu.com/sci-tech/technology/intel-seeks-investment-from-apple-report/article70091789.ece,SciTech,intel seeks investment apple report,Neutral
436,Meta CEO Mark Zuckerberg says Instagram has grown to 3 billion monthly active users,Hindu,https://www.thehindu.com/sci-tech/technology/meta-ceo-mark-zuckerberg-says-instagram-has-grown-to-3-billion-monthly-active-users/article70091765.ece,SciTech,meta ceo mark zuckerberg says instagram grown billion monthly active users,Negative
437,Australia's social media ban for teens draws praise at UN,Hindu,https://www.thehindu.com/sci-tech/technology/australias-social-media-ban-for-teens-draws-praise-at-un/article70091752.ece,SciTech,australias social media ban teens draws praise,Positive
438,"Lenovo, Nutanix deepen alliance to deliver AI-ready cloud infra in India",Hindu,https://www.thehindu.com/business/Industry/lenovo-nutanix-deepen-alliance-to-deliver-ai-ready-cloud-infra-in-india/article70084613.ece,SciTech,lenovo nutanix deepen alliance deliver aiready cloud infra india,Neutral
439,iPhones lead refurbished market demand as premiumisation trend grows in India,Hindu,https://www.thehindu.com/sci-tech/technology/iphones-lead-refurbished-market-demand-as-premiumisation-trend-grows-in-india/article70090565.ece,SciTech,iphones lead refurbished market demand premiumisation trend grows india,Neutral
440,Will AI help fix India’s energy demand or will its own needs surge?,Hindu,https://www.thehindu.com/sci-tech/science/will-ai-help-fix-india-energy-demand-or-will-its-own-needs-surge/article70087511.ece,SciTech,help fix indias energy demand needs surge,Neutral
441,"Follow the rains, not the calendar, to fight floods",Hindu,https://www.thehindu.com/opinion/op-ed/follow-the-rains-not-the-calendar-to-fight-floods/article70088641.ece,SciTech,follow rains calendar fight floods,Neutral
442,"Qualcomm explores mobile, automotive and smart glasses with investment across verticals",Hindu,https://www.thehindu.com/sci-tech/technology/qualcomm-explores-mobile-automotive-and-smart-glasses-with-investment-across-verticals/article70090270.ece,SciTech,qualcomm explores mobile automotive smart glasses investment across verticals,Positive
443,Just a pinch can reduce an Indian’s salt overload,Hindu,https://www.thehindu.com/opinion/op-ed/just-a-pinch-can-reduce-an-indians-salt-overload/article70089872.ece,SciTech,pinch reduce indians salt overload,Neutral
444,"Ensuring quality with quantity in medical education is India’s biggest challenge, says NMC chairman",Hindu,https://www.thehindu.com/news/cities/Hyderabad/ensuring-quality-with-quantity-in-medical-education-is-indias-biggest-challenge-says-nmc-chairman/article70088635.ece,SciTech,ensuring quality quantity medical education indias biggest challenge says nmc chairman,Neutral
445,Study shows high BP in childhood linked with increased death risk from heart disease in mid-50s,Hindu,https://www.thehindu.com/sci-tech/health/study-shows-high-bp-in-childhood-linked-with-increased-death-risk-from-heart-disease-in-mid-50s/article70088934.ece,SciTech,study shows high childhood linked increased death risk heart disease mids,Positive
446,"Lancet study outlines trends in HMPV outbreak early this year, children most affected",Hindu,https://www.thehindu.com/sci-tech/health/lancet-study-outlines-trends-in-hmpv-outbreak-early-this-year-children-most-affected/article70088881.ece,SciTech,lancet study outlines trends hmpv outbreak early year children affected,Positive
447,Oracle APEX platform powers student innovation at Xcelerate 2025 Hackathon,Hindu,https://www.thehindu.com/sci-tech/technology/oracle-apex-platform-powers-student-innovation-at-xcelerate-2025-hackathon/article70088843.ece,SciTech,oracle apex platform powers student innovation xcelerate hackathon,Neutral
448,WHO says there is no link between autism and paracetamol use in pregnancy,Hindu,https://www.thehindu.com/sci-tech/health/who-says-there-is-no-link-between-autism-and-paracetamol-use-in-pregnancy/article70088856.ece,SciTech,says link autism paracetamol use pregnancy,Neutral
449,New species of finless snake eel named after Kanniyakumari,Hindu,https://www.thehindu.com/sci-tech/energy-and-environment/new-species-of-finless-snake-eel-discovered-off-colachel-coast-named-after-kanniyakumari/article70087932.ece,SciTech,new species finless snake eel named kanniyakumari,Positive
450,Karnataka High Court rejects X Corp.’s plea against takedown orders,Hindu,https://www.thehindu.com/sci-tech/technology/karnataka-high-court-rejects-x-corp-petition-challenging-take-down-orders/article70088651.ece,SciTech,karnataka high court rejects corps plea takedown orders,Positive
451,Science for All | Scientists can tune chocolates’ flavour by tweaking microbes,Hindu,https://www.thehindu.com/sci-tech/science/science-for-all-chocolate-flavour-is-affected-by-microbes-scientists-find/article70088093.ece,SciTech,science scientists tune chocolates flavour tweaking microbes,Neutral
452,How a SIM farm like the one found near the UN threatens telecom networks,Hindu,https://www.thehindu.com/sci-tech/technology/how-a-sim-farm-like-the-one-found-near-the-un-threatens-telecom-networks/article70088064.ece,SciTech,sim farm like one found near threatens telecom networks,Positive
453,GST 2.0 draws shoppers across Amazon and Flipkart,Hindu,https://www.thehindu.com/sci-tech/technology/gst-20-draws-shoppers-across-amazon-and-flipkart/article70087970.ece,SciTech,gst draws shoppers across amazon flipkart,Neutral
454,OpenAI’s Sam Altman and Nvidia’s Jensen Huang cautiously praise Trump’s H-1B visa fee: Report,Hindu,https://www.thehindu.com/sci-tech/technology/openais-sam-altman-and-nvidias-jensen-huang-cautiously-praise-trumps-h-1b-visa-fee-report/article70087906.ece,SciTech,openais sam altman nvidias jensen huang cautiously praise trumps visa fee report,Neutral
455,A more productive South West Monsoon and even unseasonal showers lead some waterbirds in Chennai to breed more often,Hindu,https://www.thehindu.com/news/cities/chennai/a-more-productive-south-west-monsoon-and-even-unseasonal-showers-lead-some-waterbirds-in-chennai-to-breed-more-often-than-before/article70087682.ece,SciTech,productive south west monsoon even unseasonal showers lead waterbirds chennai breed often,Neutral
456,First U.S. Artemis astronaut mission around the moon on track for April,Hindu,https://www.thehindu.com/sci-tech/science/first-us-artemis-astronaut-mission-around-the-moon-on-track-for-april/article70087500.ece,SciTech,first artemis astronaut mission around moon track april,Positive
457,YouTube to reinstate creators banned over misinformation,Hindu,https://www.thehindu.com/sci-tech/technology/youtube-to-reinstate-creators-banned-over-misinformation/article70087249.ece,SciTech,youtube reinstate creators banned misinformation,Neutral
458,"WhatsApp, Twitch among sites that could face Australia under-16s social media ban",Hindu,https://www.thehindu.com/sci-tech/technology/whatsapp-twitch-among-sites-that-could-face-australia-under-16s-social-media-ban/article70087241.ece,SciTech,whatsapp twitch among sites could face australia unders social media ban,Positive
459,"EU queries Apple, Google, Microsoft over financial scams",Hindu,https://www.thehindu.com/sci-tech/technology/eu-queries-apple-google-microsoft-over-financial-scams/article70087252.ece,SciTech,queries apple google microsoft financial scams,Neutral
460,"TikTok to improve steps to keep children off app, Canadian officials say",Hindu,https://www.thehindu.com/sci-tech/technology/tiktok-to-improve-steps-to-keep-children-off-app-canadian-officials-say/article70087264.ece,SciTech,tiktok improve steps keep children app canadian officials say,Neutral
461,Alibaba launches Qwen3-Max AI model with more than 1 trillion parameters,Hindu,https://www.thehindu.com/sci-tech/technology/alibaba-launches-qwen3-max-ai-model-with-more-than-1-trillion-parameters/article70087339.ece,SciTech,alibaba launches qwenmax model trillion parameters,Neutral
462,Google turns AI setbacks into dominance in just one year,Hindu,https://www.thehindu.com/sci-tech/technology/google-turns-ai-setbacks-into-dominance-in-just-one-year/article70087242.ece,SciTech,google turns setbacks dominance one year,Neutral
463,Disney+ to raise subscription prices for fourth consecutive year,Hindu,https://www.thehindu.com/sci-tech/technology/disney-to-raise-subscription-prices-for-fourth-consecutive-year/article70087258.ece,SciTech,disney raise subscription prices fourth consecutive year,Neutral
464,Amazon trial begins on FTC claims it duped Prime subscribers,Hindu,https://www.thehindu.com/sci-tech/technology/amazon-trial-begins-on-ftc-claims-it-duped-prime-subscribers/article70087247.ece,SciTech,amazon trial begins ftc claims duped prime subscribers,Neutral
465,"OpenAI shows off Stargate AI data centre in Texas and plans 5 more elsewhere with Oracle, Softbank",Hindu,https://www.thehindu.com/sci-tech/technology/openai-shows-off-stargate-ai-data-centre-in-texas-and-plans-5-more-elsewhere-with-oracle-softbank/article70087256.ece,SciTech,openai shows stargate data centre texas plans elsewhere oracle softbank,Neutral
466,Meta rolls out real-time translation feature on WhatsApp,Hindu,https://www.thehindu.com/sci-tech/technology/meta-rolls-out-real-time-translation-feature-on-whatsapp/article70087262.ece,SciTech,meta rolls realtime translation feature whatsapp,Neutral
467,Understanding and prioritising heart health in India,Hindu,https://www.thehindu.com/sci-tech/health/understanding-and-prioritising-heart-health-in-india/article70032810.ece,SciTech,understanding prioritising heart health india,Neutral
468,Science quiz: Applications of lasers,Hindu,https://www.thehindu.com/sci-tech/science/science-quiz-applications-of-lasers/article70080375.ece,SciTech,science quiz applications lasers,Neutral
469,Entanglement breakthrough brings quantum computers closer,Hindu,https://www.thehindu.com/sci-tech/science/entanglement-breakthrough-brings-quantum-computers-closer/article70086021.ece,SciTech,entanglement breakthrough brings quantum computers closer,Neutral
470,IPR Gandhinagar team proposes roadmap for India’s fusion power plans,Hindu,https://www.thehindu.com/sci-tech/science/ipr-gandhinagar-team-proposes-roadmap-for-indias-fusion-power-plans/article70083807.ece,SciTech,ipr gandhinagar team proposes roadmap indias fusion power plans,Neutral
471,Hundreds hospitalised after consuming adulterated flour,Hindu,https://www.thehindu.com/news/cities/Delhi/hundreds-hospitalised-after-consuming-adulterated-flour/article70086142.ece,SciTech,hundreds hospitalised consuming adulterated flour,Neutral
472,Lessons from India’s vaccination drive,Hindu,https://www.thehindu.com/opinion/op-ed/lessons-from-indias-vaccination-drive/article70084475.ece,SciTech,lessons indias vaccination drive,Neutral
473,Supreme Court directs Himachal Pradesh government to be clear on its disaster management measures,Hindu,https://www.thehindu.com/news/national/himachal-pradesh/supreme-court-asks-himachal-government-to-respond-to-queries-on-landslips-flash-floods/article70085930.ece,SciTech,supreme court directs himachal pradesh government clear disaster management measures,Positive
474,Fresh norms soon to curb road collapses in hilly areas,Hindu,https://www.thehindu.com/news/national/centre-to-issue-new-guidelines-to-curb-highway-collapse-in-disaster-prone-areas/article70085089.ece,SciTech,fresh norms soon curb road collapses hilly areas,Positive
475,India to submit updated carbon-reduction targets by the beginning of COP30 on November 10,Hindu,https://www.thehindu.com/sci-tech/energy-and-environment/india-to-submit-updated-carbon-curbing-targets-around-november/article70085220.ece,SciTech,india submit updated carbonreduction targets beginning cop november,Neutral
476,Trump says climate change concerns ‘greatest con job ever’,Hindu,https://www.thehindu.com/sci-tech/energy-and-environment/donald-trump-speech-at-unga-september-23-2025/article70085691.ece,SciTech,trump says climate change concerns greatest con job ever,Positive
477,Committee has submitted report on ASHA workers: Kerala govt. informs HC,Hindu,https://www.thehindu.com/news/cities/Kochi/committee-has-submitted-report-on-asha-workers-kerala-govt-informs-hc/article70085333.ece,SciTech,committee submitted report asha workers kerala govt informs,Neutral
478,"High Caesarean deliveries in A.P. a concern, muhurtham surgeries not right, says Chandrababu Naidu",Hindu,https://www.thehindu.com/news/national/andhra-pradesh/high-caesarean-deliveries-in-ap-a-concern-muhurtham-surgeries-not-right-says-chandrababu-naidu/article70084860.ece,SciTech,high caesarean deliveries concern muhurtham surgeries right says chandrababu naidu,Positive
479,Emerging pathogens and health resilience,Hindu,https://www.thehindu.com/sci-tech/health/health-matters-newsletter-emerging-pathogens-and-health-resilience/article70084032.ece,SciTech,emerging pathogens health resilience,Neutral
480,Vivo and iQOO smartphones to shift to Origin OS 6,Hindu,https://www.thehindu.com/sci-tech/technology/gadgets/vivo-and-iqoo-smartphones-to-shift-to-origin-os-6/article70084337.ece,SciTech,vivo iqoo smartphones shift origin,Neutral
481,Sikh granny deported after 'unacceptable' treatment by US immigration,BBC,https://www.bbc.com/news/articles/c0jqvz24llyo?at_medium=RSS&at_campaign=rss,India,sikh granny deported unacceptable treatment immigration,Neutral
482,The Indian who caught 'Bikini killer' twice - and is now Netflix hero,BBC,https://www.bbc.com/news/articles/cq65gvjqz88o?at_medium=RSS&at_campaign=rss,India,indian caught bikini killer twice netflix hero,Neutral
483,The sun sets on India's iconic and controversial Soviet fighter jet,BBC,https://www.bbc.com/news/articles/cly72e3zrjno?at_medium=RSS&at_campaign=rss,India,sun sets indias iconic controversial soviet fighter jet,Positive
484,Pakistan set up Asia Cup final against India,BBC,https://www.bbc.com/sport/cricket/articles/cevz8rv7pk2o?at_medium=RSS&at_campaign=rss,India,pakistan set asia cup final india,Neutral
485,Why a tiny island's fate could decide Seychelles' next president,BBC,https://www.bbc.com/news/articles/c5yvqrvjrw7o?at_medium=RSS&at_campaign=rss,India,tiny islands fate could decide seychelles next president,Neutral
486,India imposes curfew in Ladakh after statehood protests turn violent,BBC,https://www.bbc.com/news/articles/cr5qzp7mq7qo?at_medium=RSS&at_campaign=rss,India,india imposes curfew ladakh statehood protests turn violent,Negative
487,India legal setback for Elon Musk's X in free speech fight,BBC,https://www.bbc.com/news/articles/clyqxp0z7x0o?at_medium=RSS&at_campaign=rss,India,india legal setback elon musks free speech fight,Positive
488,Bollywood stars fight for personality rights amid deepfake surge,BBC,https://www.bbc.com/news/articles/cz08y4ppvr5o?at_medium=RSS&at_campaign=rss,India,bollywood stars fight personality rights amid deepfake surge,Neutral
489,Why the Pakistan-Saudi Arabia defence pact is unsettling India,BBC,https://www.bbc.com/news/articles/c147gkxyyrmo?at_medium=RSS&at_campaign=rss,India,pakistansaudi arabia defence pact unsettling india,Negative
490,Modi's tax cuts will give India a festive  spending boost,BBC,https://www.bbc.com/news/articles/c04qd2lkq23o?at_medium=RSS&at_campaign=rss,India,modis tax cuts give india festive spending boost,Neutral
491,"Trump's $100,000 H-1B visa shock: Why US may lose more than India",BBC,https://www.bbc.com/news/articles/ce3yy58lj79o?at_medium=RSS&at_campaign=rss,India,trumps visa shock may lose india,Neutral
492,'No sugar-coated cinema for me': Indian director who scripted history at Venice,BBC,https://www.bbc.com/news/articles/ce86148vn1xo?at_medium=RSS&at_campaign=rss,India,sugarcoated cinema indian director scripted history venice,Neutral
493,Sikh granny's arrest by US immigration sparks community anger,BBC,https://www.bbc.com/news/articles/ckgq63lgn7zo?at_medium=RSS&at_campaign=rss,India,sikh grannys arrest immigration sparks community anger,Negative
494,Battling a rare brain-eating disease in an Indian state,BBC,https://www.bbc.com/news/articles/c79ven0xxyqo?at_medium=RSS&at_campaign=rss,India,battling rare braineating disease indian state,Positive
495,The lonely life and death of Delhi's only African elephant,BBC,https://www.bbc.com/news/articles/cx2nlevy2gpo?at_medium=RSS&at_campaign=rss,India,lonely life death delhis african elephant,Negative
496,Why more women get cancer in India - but more men die,BBC,https://www.bbc.com/news/articles/c04q9v49ndgo?at_medium=RSS&at_campaign=rss,India,women get cancer india men die,Neutral
497,One woman and 33 men: Why India's Supreme Court is 'a men's club',BBC,https://www.bbc.com/news/articles/ce9r047252jo?at_medium=RSS&at_campaign=rss,India,one woman men indias supreme court mens club,Neutral
498,The Indian city that sparkles like Paris at night,BBC,https://www.bbc.com/news/articles/c14704vj4r2o?at_medium=RSS&at_campaign=rss,India,indian city sparkles like paris night,Neutral
499,Worried migrants head home from India after Nepal turmoil,BBC,https://www.bbc.com/news/articles/c15kzx99qevo?at_medium=RSS&at_campaign=rss,India,worried migrants head home india nepal turmoil,Neutral
500,"After fatal crash, Sikh truck drivers in the US fear backlash",BBC,https://www.bbc.com/news/articles/cy4rmymrl2ro?at_medium=RSS&at_campaign=rss,India,fatal crash sikh truck drivers fear backlash,Neutral
501,Five die after Indian city receives worst single-spell rainfall in years,BBC,https://www.bbc.com/news/videos/c5y5dr2qpqvo?at_medium=RSS&at_campaign=rss,India,five die indian city receives worst singlespell rainfall years,Negative
502,"Homes damaged, cars swept away as rains flood India's Uttarakhand",BBC,https://www.bbc.com/news/videos/c8641vd73jxo?at_medium=RSS&at_campaign=rss,India,homes damaged cars swept away rains flood indias uttarakhand,Neutral
503,"Watch: BBC analyses the warmth and hand-holding at Xi, Modi and Putin's summit",BBC,https://www.bbc.com/news/videos/cn0r02zgjj4o?at_medium=RSS&at_campaign=rss,India,watch bbc analyses warmth handholding modi putins summit,Neutral
504,"Watch: Putin, Modi and other world leaders in China for summit",BBC,https://www.bbc.com/news/videos/c5y310qngqpo?at_medium=RSS&at_campaign=rss,India,watch putin modi world leaders china summit,Neutral
505,Watch: Raging rivers cause destruction in parts of northern India,BBC,https://www.bbc.com/news/videos/cp94eg1p7rvo?at_medium=RSS&at_campaign=rss,India,watch raging rivers cause destruction parts northern india,Neutral
506,Heartbreaking search for missing children after India flash floods,BBC,https://www.bbc.com/news/videos/c4gzky0yjn0o?at_medium=RSS&at_campaign=rss,India,heartbreaking search missing children india flash floods,Negative
507,Terrifying video shows flash flood engulfing riverside village in India,BBC,https://www.bbc.com/news/videos/cn85vlxxxz5o?at_medium=RSS&at_campaign=rss,India,terrifying video shows flash flood engulfing riverside village india,Negative
508,Tesla: Milestone as first showroom opens in India,BBC,https://www.bbc.com/news/videos/c4gd51zp1xno?at_medium=RSS&at_campaign=rss,India,tesla milestone first showroom opens india,Positive
509,"Air India report may lead to answers, but not closure for families",BBC,https://www.bbc.com/news/videos/c80pj0pv974o?at_medium=RSS&at_campaign=rss,India,air india report may lead answers closure families,Neutral
510,"Abhishek Bachchan: Cricket, India and Me",BBC,https://www.bbc.com/sport/cricket/videos/cvg47vrg1e2o?at_medium=RSS&at_campaign=rss,India,abhishek bachchan cricket india,Neutral
511,'I don't believe it yet': India plane crash victim's brother,BBC,https://www.bbc.com/news/videos/cg5vrd7lgm2o?at_medium=RSS&at_campaign=rss,India,dont believe yet india plane crash victims brother,Neutral
512,Is the US-China TikTok deal done? Here's what you need to know,BBC,https://www.bbc.com/news/videos/cg5ege645reo?at_medium=RSS&at_campaign=rss,Asia,uschina tiktok deal done heres need know,Neutral
513,China launches campaign to keep killjoys off the internet,BBC,https://www.bbc.com/news/articles/c39r7p47wzgo?at_medium=RSS&at_campaign=rss,Asia,china launches campaign keep killjoys internet,Neutral
514,Sikh granny deported after 'unacceptable' treatment by US immigration,BBC,https://www.bbc.com/news/articles/c0jqvz24llyo?at_medium=RSS&at_campaign=rss,Asia,sikh granny deported unacceptable treatment immigration,Neutral
515,Taiwan convicts ex-presidential aide of spying for China,BBC,https://www.bbc.com/news/articles/cp8w0j16pyno?at_medium=RSS&at_campaign=rss,Asia,taiwan convicts expresidential aide spying china,Neutral
516,"Over 1,000 children fall ill from free school lunches in Indonesia",BBC,https://www.bbc.com/news/articles/cvg91y15l7qo?at_medium=RSS&at_campaign=rss,Asia,children fall ill free school lunches indonesia,Negative
517,India imposes curfew in Ladakh after statehood protests turn violent,BBC,https://www.bbc.com/news/articles/cr5qzp7mq7qo?at_medium=RSS&at_campaign=rss,Asia,india imposes curfew ladakh statehood protests turn violent,Negative
518,Kindergarten parents told to pay thousands for kids' art - sparking uproar and a midnight heist,BBC,https://www.bbc.com/news/articles/cq8ed2g95zlo?at_medium=RSS&at_campaign=rss,Asia,kindergarten parents told pay thousands kids art sparking uproar midnight heist,Neutral
519,India legal setback for Elon Musk's X in free speech fight,BBC,https://www.bbc.com/news/articles/clyqxp0z7x0o?at_medium=RSS&at_campaign=rss,Asia,india legal setback elon musks free speech fight,Positive
520,China makes landmark pledge to cut its climate emissions,BBC,https://www.bbc.com/news/articles/cj4y159190go?at_medium=RSS&at_campaign=rss,Asia,china makes landmark pledge cut climate emissions,Neutral
521,'No warning' - residents reel from deadly flood after typhoon bursts Taiwan lake,BBC,https://www.bbc.com/news/articles/c2ejpwmen7jo?at_medium=RSS&at_campaign=rss,Asia,warning residents reel deadly flood typhoon bursts taiwan lake,Negative
522,Moment sinkhole pulls down power lines in busy Bangkok street,BBC,https://www.bbc.com/news/videos/cqjeg47v0k4o?at_medium=RSS&at_campaign=rss,Asia,moment sinkhole pulls power lines busy bangkok street,Positive
523,"Australia journalist unfairly fired over Gaza post awarded A$150,000",BBC,https://www.bbc.com/news/articles/cly6dlpd332o?at_medium=RSS&at_campaign=rss,Asia,australia journalist unfairly fired gaza post awarded,Negative
524,Stray Kids downplay global fame: 'Success is a strong word',BBC,https://www.bbc.com/news/articles/cy9n502g0vxo?at_medium=RSS&at_campaign=rss,Asia,stray kids downplay global fame success strong word,Positive
525,Watch: BBC correspondent reports from southern China hit by 'king of storms',BBC,https://www.bbc.com/news/videos/cqlzkvlkn2yo?at_medium=RSS&at_campaign=rss,Asia,watch bbc correspondent reports southern china hit king storms,Neutral
526,The sun sets on India's iconic and controversial Soviet fighter jet,BBC,https://www.bbc.com/news/articles/cly72e3zrjno?at_medium=RSS&at_campaign=rss,Asia,sun sets indias iconic controversial soviet fighter jet,Positive
527,"Born in India, but not Indian: 'Stateless' man fights for citizenship",BBC,https://www.bbc.com/news/articles/c0m4xe20p8ro?at_medium=RSS&at_campaign=rss,Asia,born india indian stateless man fights citizenship,Neutral
528,Bollywood stars fight for personality rights amid deepfake surge,BBC,https://www.bbc.com/news/articles/cz08y4ppvr5o?at_medium=RSS&at_campaign=rss,Asia,bollywood stars fight personality rights amid deepfake surge,Neutral
529,"Trump announces new tariffs on drugs, trucks and kitchen cabinets",BBC,https://www.bbc.com/news/articles/crkjreprp3po?at_medium=RSS&at_campaign=rss,Business,trump announces new tariffs drugs trucks kitchen cabinets,Positive
530,Jaguar Land Rover restarts some IT systems after cyber-attack,BBC,https://www.bbc.com/news/articles/c0q75q4l87no?at_medium=RSS&at_campaign=rss,Business,jaguar land rover restarts systems cyberattack,Neutral
531,Is the US-China TikTok deal done? Here's what you need to know,BBC,https://www.bbc.com/news/videos/cg5ege645reo?at_medium=RSS&at_campaign=rss,Business,uschina tiktok deal done heres need know,Neutral
532,"'There's no way we can afford $100,000': Small firms scramble over H-1B visa fees",BBC,https://www.bbc.com/news/articles/cdjzrl9kkkmo?at_medium=RSS&at_campaign=rss,Business,theres way afford small firms scramble visa fees,Negative
533,"Sign off for Highlands green freeport plan for 11,000 jobs",BBC,https://www.bbc.com/news/articles/cvgrjlz2xg2o?at_medium=RSS&at_campaign=rss,Business,sign highlands green freeport plan jobs,Negative
534,The bacteria turning waste plastic into painkillers,BBC,https://www.bbc.com/news/articles/c4gvm1kjxxvo?at_medium=RSS&at_campaign=rss,Business,bacteria turning waste plastic painkillers,Negative
535,Amazon agrees to pay $2.5bn over claims it tricked Prime customers,BBC,https://www.bbc.com/news/articles/cg7dy9018jxo?at_medium=RSS&at_campaign=rss,Business,amazon agrees pay claims tricked prime customers,Neutral
536,Vinted users furious over InPost UK parcel delays,BBC,https://www.bbc.com/news/articles/c4gvpgy1w20o?at_medium=RSS&at_campaign=rss,Business,vinted users furious inpost parcel delays,Neutral
537,"Bosch to cut 13,000 jobs to save billions in costs",BBC,https://www.bbc.com/news/articles/cx275251xzro?at_medium=RSS&at_campaign=rss,Business,bosch cut jobs save billions costs,Neutral
538,Starbucks to close some US and UK stores,BBC,https://www.bbc.com/news/articles/cr4qdg2x4r4o?at_medium=RSS&at_campaign=rss,Business,starbucks close stores,Neutral
539,Customers' debt to energy suppliers soars to £4.4bn,BBC,https://www.bbc.com/news/articles/c8jmwdrn890o?at_medium=RSS&at_campaign=rss,Business,customers debt energy suppliers soars,Neutral
540,PM 'remains committed' to Northern Powerhouse Rail,BBC,https://www.bbc.com/news/articles/ce86n868nyzo?at_medium=RSS&at_campaign=rss,Business,remains committed northern powerhouse rail,Neutral
541,Farage urges Bank of England boss to stop bond sales,BBC,https://www.bbc.com/news/articles/c3vz1q5k62eo?at_medium=RSS&at_campaign=rss,Business,farage urges bank england boss stop bond sales,Neutral
542,US economic growth revised up on strong consumer spending,BBC,https://www.bbc.com/news/articles/cjedze7e95lo?at_medium=RSS&at_campaign=rss,Business,economic growth revised strong consumer spending,Positive
543,Co-op says cyber-attack cost it £206m in lost sales,BBC,https://www.bbc.com/news/articles/ckgq9dke4e5o?at_medium=RSS&at_campaign=rss,Business,coop says cyberattack cost lost sales,Neutral
544,Labubu dolls make up 90% of fake toys seized at UK border,BBC,https://www.bbc.com/news/articles/c8645pdq4e0o?at_medium=RSS&at_campaign=rss,Business,labubu dolls make fake toys seized border,Negative
545,"UK drug price rises necessary, says Patrick Vallance",BBC,https://www.bbc.com/news/articles/cre53qgey0eo?at_medium=RSS&at_campaign=rss,Business,drug price rises necessary says patrick vallance,Neutral
546,Government could buy car parts to protect Jaguar Land Rover suppliers,BBC,https://www.bbc.com/news/articles/c62nv0xx32go?at_medium=RSS&at_campaign=rss,Business,government could buy car parts protect jaguar land rover suppliers,Neutral
547,"Trump claims a TikTok deal is done. Who would own it, and how would it work?",BBC,https://www.bbc.com/news/articles/clyng762q4eo?at_medium=RSS&at_campaign=rss,Business,trump claims tiktok deal done would would work,Neutral
548,China launches campaign to keep killjoys off the internet,BBC,https://www.bbc.com/news/articles/c39r7p47wzgo?at_medium=RSS&at_campaign=rss,Business,china launches campaign keep killjoys internet,Neutral
549,What's the big deal about AI data centres?,BBC,https://www.bbc.com/news/articles/ckg2ldpl9leo?at_medium=RSS&at_campaign=rss,Business,whats big deal data centres,Neutral
550,Global conflicts drive demand for war risk insurance,BBC,https://www.bbc.com/news/articles/c15kzjkqpqeo?at_medium=RSS&at_campaign=rss,Business,global conflicts drive demand war risk insurance,Neutral
551,"We have hybrid cars, now hybrid planes are coming",BBC,https://www.bbc.com/news/articles/cx27vlp3zzgo?at_medium=RSS&at_campaign=rss,Business,hybrid cars hybrid planes coming,Neutral
552,Spain counts the cost of 'nightmare' wildfire summer,BBC,https://www.bbc.com/news/articles/cge211w5lr5o?at_medium=RSS&at_campaign=rss,Business,spain counts cost nightmare wildfire summer,Neutral
553,AI challenges the dominance of Google search,BBC,https://www.bbc.com/news/articles/c1dx9qy1eeno?at_medium=RSS&at_campaign=rss,Business,challenges dominance google search,Neutral
554,Will farming under solar panels take off?,BBC,https://www.bbc.com/news/articles/c2en1yyp4d9o?at_medium=RSS&at_campaign=rss,Business,farming solar panels take,Neutral
555,'I'll be living off vegetables' - people fear rising food costs,BBC,https://www.bbc.com/news/articles/c77dzm681ygo?at_medium=RSS&at_campaign=rss,Business,ill living vegetables people fear rising food costs,Negative
556,Customers' debt to energy suppliers soars to £4.4bn,BBC,https://www.bbc.com/news/articles/c8jmwdrn890o?at_medium=RSS&at_campaign=rss,Business,customers debt energy suppliers soars,Neutral
557,How working parents can get 30 hours of free childcare,BBC,https://www.bbc.com/news/articles/cql26knn4kzo?at_medium=RSS&at_campaign=rss,Business,working parents get hours free childcare,Positive
558,Children to be auto-enrolled for free school meals,BBC,https://www.bbc.com/news/articles/cly7163g4gro?at_medium=RSS&at_campaign=rss,Business,children autoenrolled free school meals,Positive
559,How much gas and electricity does a typical household use?,BBC,https://www.bbc.com/news/articles/cdd29v8mp9jo?at_medium=RSS&at_campaign=rss,Business,much gas electricity typical household use,Positive
560,Trump's state visit is mired with potential pitfalls despite careful planning,BBC,https://www.bbc.com/news/articles/c4gw25w9841o?at_medium=RSS&at_campaign=rss,Business,trumps state visit mired potential pitfalls despite careful planning,Negative
561,The UK car industry is at a tipping point - can it be saved?,BBC,https://www.bbc.com/news/articles/c23p028p200o?at_medium=RSS&at_campaign=rss,Business,car industry tipping point saved,Neutral
562,Trump's global tariffs 'victory' may well come at a high price,BBC,https://www.bbc.com/news/articles/c0l6g13rlwko?at_medium=RSS&at_campaign=rss,Business,trumps global tariffs victory may well come high price,Positive
563,"Labour might be down, but it's not necessarily out - voters reflect on a year in power",BBC,https://www.bbc.com/news/articles/cvg8vjm4ee1o?at_medium=RSS&at_campaign=rss,Business,labour might necessarily voters reflect year power,Neutral
